sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"181","181화","법보다 주먹(완전판)! 181화","동철은 친일재산을 눈감아 주는 척하며 황수성에게 벌금·추징금 460억 전액 납부 거래를 받아낸다.","끝까지 돈 없다고 버틴 황제에게 원금보다 100억 큰 청구서를 내민다.","법정에서 확정형을 받아 돈을 당일 회수한다.","숨은 이니셀 자산까지 알고 있음을 암시하고 사문서위조·횡령·주가조작 항목을 합산해 구형한다.","친일재산 함구 약속은 검사 윤리상 위험하고 황수성은 출국 즉시 배신을 계획한다.","황수성이 5분 고민 끝에 전액 납부를 수락하자 동철은 금액을 460억으로 올린다.","하루 3억 노역 120일의 특혜가 460억 현금 납부로 역전된다.","자원","황수성의 법적 무재산 방어가 스스로 한 납부 약속으로 붕괴한다.","공항에서 세무·친일·궁전뒤뜰 폭로가 연달아 터질 준비를 마친다.","다발 소송 압박","460억 납부; 공항 3연타","노역 황제가 낸 현금","high"
"182","182화","법보다 주먹(완전판)! 182화","460억을 낸 황수성은 공항에서 궁전뒤뜰 2천억 추징·오만복 기부·야마모토 신지 폭로를 연달아 본다.","도망 직전의 거물에게 법·여론·역사의 세 타격을 한 화면에서 몰아주는 대형 결산이다.","친일재산을 국가와 원소유주 후손에게 돌리고 황수성 세력을 완전히 해체한다.","궁전뒤뜰 자산 가압류와 징벌 추징을 발표하고 오만복의 10억 기부 인터뷰를 방송시킨다.","동철은 함구 거래를 깨뜨린 셈이 되어 유령식 수사의 윤리 부채가 남는다.","황수성이 출국 게이트에서 뒷목을 잡고 쓰러지며 숨은 친일재산까지 전부 환수된다.","460억 납부·2천억대 추징·피해 후손 토지 반환의 최고 자원 보상이 지급된다.","자원","황제 노역자는 재산·이름·명예를 잃고 사건은 국가적 친일청산 선례가 된다.","일본의 누군가가 야마모토 신지 소식을 듣고 움직이고 동철은 새 친자 사건으로 간다.","460억 거래","친일재산 환수; 일본 반응","공항에서 맞은 세 번의 치명타","high"
"183","183화","법보다 주먹(완전판)! 183화","재산가 박복자는 며느리 김슬기가 남편 오현수의 수정란을 낙태하고 내연남 황태복의 아이를 가졌다고 고소한다.","명백해 보이는 막장 친자 사건 안에 설명되지 않는 모성·동기를 미스터리로 남긴다.","김슬기의 낙태·사기 혐의를 빠르게 확인한다.","고소인 진술과 친자검사·산부인과 기록·간호사 지진희 진술을 맞춘다.","법적으로 낙태는 살인이 아니며 박복자의 100억 재산이 영장·감정에 압력을 준다.","동철은 모든 증거가 맞는데도 임신한 아이를 굳이 없앤 동기가 이상하다고 느낀다.","쉬운 기소 대신 숨은 진실을 의심하는 수사 약속이 생긴다.","정보","사건은 단순 불륜 사기에서 의료기록 조작 가능성을 품은 친자 미스터리가 된다.","악 수치가 낮은 김슬기를 직접 심문한다.","황수성 사건 종결","김슬기 낙태 의혹","백억 상속과 사라진 수정란","high"
"184","184화","법보다 주먹(완전판)! 184화","김슬기는 낙태가 아니라 자연유산이었다며 병원 기록과 정반대 진술을 한다.","서류보다 표정·몸짓을 읽어 확정적 피의자를 잠재 피해자로 뒤집는 수사 쾌감을 준다.","김슬기의 거짓 여부와 병원 조작 여부를 구분한다.","선악 저울 42와 반응을 관찰하고 낙태 시점·재수정 과정·오창희 친자 결과를 재질문한다.","김슬기도 불륜과 낙태 고민은 인정해 진술 전부를 믿기 어렵다.","‘의료사고 은폐인가’라는 새 가설이 동철에게 떠오른다.","정해진 기소 코스를 멈추고 원점 재수사할 근거가 생긴다.","정보","김슬기는 주범 확정 상태에서 기록조작 피해 가능성이 있는 피의자로 바뀐다.","같이 자백한 황태복의 기억을 다시 검증해야 한다.","고소인 진술","자연유산 주장; 의료사고","몸이 말한 억울함","high"
"185","185화","법보다 주먹(완전판)! 185화","동철은 김슬기와 황태복 모두 자기 기억을 진실로 믿는다는 점을 확인하고 제3자 개입을 의심한다.","한쪽 거짓말 찾기에서 기억·의료기록을 만든 배후 찾기로 추리판을 넓힌다.","황태복의 인공수정 참여 경위를 세부 복원한다.","박복자 집의 가족 갈등을 확인하고 황태복을 다시 불러 만남·정자 제공·병원 방문을 시간순으로 묻는다.","황태복은 사기 전과가 있고 김슬기는 불륜했기에 둘 다 신뢰가 약하다.","선악 저울이 두 사람의 핵심 진술에서 변하지 않아 병원 쪽 거짓말 가능성이 커진다.","‘둘 중 한 명’이 아닌 제3자가 판을 조작했다는 추리 보상이 온다.","정보","수사 초점이 연인 공모에서 산부인과 지진희·채동욱의 행위로 이동한다.","황태복이 생각한 친아들조차 실제 친자가 아닐 수 있다.","김슬기 진술 번복","황태복 재심문; 제3자","두 사람 모두 믿은 거짓 기억","high"
"186","186화","법보다 주먹(완전판)! 186화","황태복은 김슬기와의 관계와 정자 제공을 솔직히 말하지만 오창희 탄생 과정은 병원 설명만 믿었다.","비호감 인물의 정직한 진술로 오히려 병원 조작 의혹을 강화한다.","황태복·오창희 친자검사로 사건의 기본 전제를 검증한다.","과거 클럽 만남부터 시술 당일까지 캐묻고 황태복의 유전자 샘플을 받는다.","검사 결과가 일치하면 김슬기 주장이 무너지고 불일치하면 아이의 정체가 더 복잡해진다.","황태복은 자기 아들이라 확신하면서도 검사를 허락한다.","말싸움이 아닌 DNA라는 객관 증거로 다음 문이 열린다.","정보","황태복의 공범성보다 병원이 누구의 배아를 이식했는지가 핵심이 된다.","친자검사 결과를 기다리며 지진희·의사 기록을 재확인한다.","황태복 재심문","황태복 친자검사","내연남도 모르는 아이의 씨","high"
"187","187화","법보다 주먹(완전판)! 187화","동철은 황태복을 풀어주고 명함을 건넨 뒤 오창희와의 친자검사를 진행한다.","구속을 고집하지 않고 더 큰 진실을 위해 미끼를 놓는 수사관의 유연함을 준다.","황태복의 자유로운 반응과 DNA 결과를 동시에 본다.","지검장 반대를 설득하고 명득에게 황태복을 추적시킨 채 검사서를 기다린다.","풀어준 피의자가 도주하거나 증거를 없애면 동철 책임이 된다.","검사 결과가 ‘불일치’로 나와 황태복도 창희의 친부가 아님이 확정된다.","막장 불륜 서사가 한 번 더 뒤집히는 강한 정보 보상이 지급된다.","정보","창희는 오현수·황태복 누구의 친자도 아니며 병원 배아바뀜 사건이 된다.","같은 시기 다른 산모·병원 직원 전원을 추적해야 한다.","DNA 의뢰","배아 바뀜 추적","두 아빠 모두 아닌 아이","high"
"188","188화","법보다 주먹(완전판)! 188화","황태복 불일치 결과에 동철은 같은 날 산부인과를 이용한 가정과 직원·사고 기록을 전면 추적한다.","단서 하나로 과거 병원 전체를 뒤집는 발품 수사의 가속감을 준다.","오창희와 바뀐 친아들의 가정을 특정한다.","명득을 아름다운산부인과 주차장에 보내 수년째 항의하는 남자를 접촉하고 진료기록을 확보한다.","오래된 개인정보와 폐기 기록 때문에 합법적 추적 범위가 좁다.","병원 앞 남자가 사고·의료분쟁의 반복 피해자라는 점이 드러나 동철은 ‘뭔가 밟았다’고 느낀다.","DNA 반전이 실제 병원 은폐 흔적으로 이어진다.","정보","사건은 한 가족의 불륜에서 아름다운산부인과의 구조적 은폐로 확대된다.","자연유산 기록과 과거 접촉사고 사주를 함께 확인한다.","친자 불일치","산부인과 의료사고망","병원 주차장에서 밟은 꼬리","high"
"189","189화","법보다 주먹(완전판)! 189화","김슬기의 자연유산 기록과 당시 교통사고는 사실로 확인되고 동철은 간호사 지진희를 불안하게 만든다.","피의자의 억울함을 객관기록으로 복구하면서 의사 채동욱을 향한 의심을 좁힌다.","낙태 기록 조작자와 오현수 사고의 연결을 밝힌다.","재선산부인과 기록·보험처리 내역을 대조하고 지진희를 조사실에 홀로 두고 몸짓을 관찰한다.","지진희와 채동욱이 공모했어도 직접 지시 증거가 아직 없다.","지진희가 흔들리며 김슬기와 채동욱의 관계가 아니라 자기와 채동욱의 관계를 숨기고 있음을 보인다.","김슬기의 자연유산 주장이 사실로 복권된다.","정보","김슬기 혐의는 약해지고 채동욱의 의료사고·불륜·사고사주가 중심이 된다.","지진희가 채동욱과의 과거를 자백할지 남는다.","병원 전수추적","지진희 자백; 채동욱 연결","자연유산이 되살린 진실","high"
"190","190화","법보다 주먹(완전판)! 190화","지진희는 채동욱과 불륜했고 그의 병원에서 조무사로 일했다고 털어놓는다.","숨은 관계 하나로 낙태 조작과 상속 살인 의혹을 한 사람에게 모은다.","박복자 가족에게 가설을 알리고 채동욱 진료실을 압박한다.","박복자 저택을 방문하고 명득은 차인수 신분증을 확보하며 오 수사관은 채동욱에게 배아사고를 묻는다.","가설이 틀리면 이미 상처받은 가족을 한 번 더 파괴할 수 있다.","지진희 진술로 동철의 ‘소설’이 현실이 되고 채동욱은 친자 불일치 질문에 욕설로 흔들린다.","흩어진 불륜·사고·배아 기록이 한 의사에게 수렴한다.","정보","채동욱은 참고 의료인에서 살인교사·의료사고 은폐 핵심 용의자로 바뀐다.","박복자에게 더 황당한 친자 결과를 보여줘야 한다.","지진희 압박","채동욱 공모; 차인수","의사의 두 집 살림과 바뀐 배아","high"
"191","191화","법보다 주먹(완전판)! 191화","채동욱은 친자 불일치에 당황하고 동철은 박복자에게 검사서와 숨은 사고 정황을 차례로 제시한다.","확신하던 고소인이 자기 사위가 만든 진짜 피해를 마주하게 해 감정축을 뒤집는다.","가족의 협조를 얻어 채동욱을 수사 대상으로 확정한다.","오현수·창희 DNA 결과를 설명하고 명득은 차인수에게 8년 전 뺑소니 사주의 입을 연다.","박복자는 며느리를 이미 범죄자로 내몰았고 진실을 인정하면 가족 명예도 무너진다.","차인수가 돈을 받고 오현수를 치었다고 인정할 조짐을 보인다.","며느리 배신 서사가 사위의 상속 살인 서사로 반전된다.","관계","박복자와 김슬기는 적대에서 같은 의료사고 피해 가족로 다시 묶일 조건이 생긴다.","두 아이가 어느 집에서 바뀌었는지 검사 결과가 곧 나온다.","채동욱 의심","차인수 진술; 배아 교환","고소인이 마주한 진짜 배신자","high"
"192","192화","법보다 주먹(완전판)! 192화","동철은 박복자에게 채동욱이 배아를 바꾸고 오현수 사고까지 꾸몄을 가능성을 설명한다.","막장처럼 보인 사실들을 하나의 상속욕망으로 정렬하는 추리 결산 직전 보상을 준다.","의료사고 피해 아이의 현재 가정과 살인교사 물증을 찾는다.","병원 명성·시술일·산모 목록을 대조하고 명득은 차인수에게 자백 장소를 고르게 한다.","공소시효·기록 조작·가족 간 민사 문제가 얽혀 형사책임 범위가 복잡하다.","차인수는 공소시효가 지났다고 믿고 채동욱이 뺑소니를 사주했다고 말한다.","8년 묵은 의심이 실행자 자백으로 넘어간다.","정보","채동욱 사건은 의료과실에서 재산 목적 살인교사로 격상된다.","차인수가 현장에서 왜 체포되는지와 DNA 최종 결과가 남는다.","가족 가설 설명","뺑소니 자백; 친아들 특정","상속을 위해 바뀐 두 인생","high"
"193","193화","법보다 주먹(완전판)! 193화","차인수는 채동욱의 뺑소니 사주를 자백했다가 다른 현행범 때문에 즉시 체포되고 두 아이의 교환도 확정된다.","제 발로 죄를 털어놓은 실행자를 우연한 현행 체포로 묶고 DNA 진실까지 몰아준다.","박복자 가족에게 친아들 태영과 창희의 실제 관계를 알린다.","차인수 진술을 녹음하고 채동욱을 가족 앞에 부른 뒤 일주일 뒤 나온 검사서를 공개한다.","아이를 단순히 바꾸면 두 가정의 애착과 아이들의 삶이 파괴된다.","오창희와 다른 집 태영이 산부인과에서 서로 바뀐 아이임이 밝혀진다.","의료사고 전모와 살인교사 실행자가 동시에 확정되는 큰 정보 보상이 온다.","관계","두 가족은 적대·소유가 아니라 공동 양육 해법을 선택해야 하는 상태가 된다.","박복자가 쓰러질 듯 충격받고 채동욱 체포 결정을 내려야 한다.","차인수 자백","채동욱 체포; 두 가족 협의","두 집에서 자란 서로의 아들","high"
