sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
698,698,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,6,8,7,0.24,0.14,0.29,0.08,0.25,필립 호프만에게 부유도시를 3배 키우고 데이터센터·원전을 넣자고 제시해 오셔닉스의 실제 사업 수락을 받는다,L120951~L121094
699,699,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,7,6,7,0.29,0.19,0.27,0.10,0.15,천민정의 태풍 시뮬레이션으로 해상도시 안전성을 확인하고 최재석에게 인허가·여름착공 총력지원을 얻는다. 마지막에는 아직 검토도 하지 않은 해저터널이 더 큰 그림의 요소라고만 밝히므로 노선과 경제적 목적은 특정하지 않는다.,L121095~L121243
700,700,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,5,6,7,0.31,0.13,0.18,0.07,0.31,한일 해저터널은 거절하고 북한·러시아 육로만 남긴 뒤 세계 최초 고체배터리 전기차 공개를 준비한다. 제품명과 판매수치는 아직 나오지 않아 정치 노선 정리와 출시 직전의 기대만 소유한다.,L121244~L121402
701,701,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,8,9,6,0.13,0.28,0.14,0.18,0.27,세계 최초 고체배터리 전기차 이오닉스 6천 대가 하루 만에 팔리고 10만 대 예약과 1년 대기열이 생긴다. 이 화는 초기 판매와 AI·15분 충전 반응을 지급하며 해외 로열티 계약은 아직 열리지 않는다.,L121403~L121548
702,702,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,6,8,7,0.26,0.18,0.17,0.06,0.33,해외 완성차의 한국 진출 문의를 로열티 사업으로 받고 고체배터리 생산을 10배 키울 양산규격을 확정한다,L121549~L121690
703,703,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,8,6,8,0.24,0.19,0.35,0.14,0.08,전 계열사를 공장전환에 투입한 김민재가 리강 협상단을 맞아 완제품·투자만 내주고 기술이전은 거절한다. 마지막은 중국이 관계를 유지하려 어떤 대체조건을 내놓을지 묻지만 단독법인·특구·정상방한이라는 답은 아직 없다.,L121691~L121850
704,704,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,7,8,6,0.22,0.12,0.40,0.08,0.18,리강에게 고체배터리 기술을 주지 않고도 태우 단독 중국법인 특례와 시진핑 방한 약속을 받아 우위를 보존한다,L121851~L121997
705,705,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,7,7,7,0.23,0.19,0.29,0.18,0.11,김민재와 최재석이 부산 해상도시·해저터널·빅테크 입주 영상을 공개하고 국가 총력 외교전을 선포한다. 사우디가 앞선다는 압박과 회원국별 한 표 설득 과제가 남아 있어 공개·선포를 실제 득표처럼 소비하지 않는다.,L121998~L122166
706,706,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,6,7,7,0.30,0.13,0.23,0.15,0.19,조지의 50배 엔화 공매도와 인재 보상·퇴직펀드를 점검한 뒤 김태중과 리즈 경기를 보고 빈 살만 담판으로 향한다,L122167~L122316
707,707,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,9,4,8,0.12,0.14,0.43,0.26,0.05,김민재가 형제처럼 지낸 빈 살만에게 부산 엑스포 양보를 요구하자 처음으로 분위기가 차갑게 얼어붙는다,L122317~L122468
708,708,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,8,9,6,0.17,0.14,0.40,0.14,0.15,2034 월드컵과 네옴 완공 지원을 대안으로 내 사우디의 엑스포 포기를 받고 빈 살만과 다시 손을 맞잡는다,L122469~L122629
709,709,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,6,6,7,0.27,0.12,0.31,0.08,0.22,리즈 옵션으로 안드레아를 유럽 로비스트에 묶고 중국의 돼지고기·와인 보복을 EU 분열의 기회로 읽는다,L122630~L122798
710,710,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,7,9,8,0.18,0.24,0.24,0.10,0.24,사우디가 2030 엑스포 후보를 공식 철회하고 부산 지지로 돌아서며 아람코 0.6퍼센트 지분매각 계약서도 도착한다. 엑스포 외교의 큰 정치·물질 보상 뒤 유토피아의 엔비디아 보유설과 조지의 일본 D-DAY 결정이 긴장을 다시 연다.,L122799~L122944
711,711,DCA-N67,N67·중국 임시가입·경제특구와 철수 안전장치,8,5,7,0.33,0.16,0.22,0.19,0.10,"바흐무트 승리 뒤 바그너의 불만과 엔비디아 과열을 확인하고, 중국 재진출이 14억 시장과 정책위험을 함께 품은 독이 든 성배임을 따진다. 시진핑과 직접 대화해 안전장치를 더 얻을 수 있다는 가능성만 열리며 특구·동맹 조건은 아직 제시되지 않는다.",L122945~L123129
712,712,DCA-N67,N67·중국 임시가입·경제특구와 철수 안전장치,7,5,7,0.29,0.10,0.37,0.12,0.12,시진핑이 자동차·산업동맹 가입과 전 업종 태우 특구를 제안해 한국이 미중 사이 선택권을 쥔 협상대에 선다,L123130~L123300
713,713,DCA-N67,N67·중국 임시가입·경제특구와 철수 안전장치,8,5,8,0.22,0.23,0.26,0.18,0.11,중국 특구를 검토하는 사이 일본이 태우IT 지분을 위협하고 김민재는 죄책감 없이 금융전을 벌일 명분으로 받아들인다,L123301~L123480
714,714,DCA-N67,N67·중국 임시가입·경제특구와 철수 안전장치,7,5,7,0.29,0.21,0.24,0.10,0.16,일본의 차입금 조기상환 요구를 D-DAY 방아쇠로 쓰고 중국기업에는 권한 없는 자동차동맹 임시가입만 허용한다,L123481~L123642
715,715,DCA-N67,N67·중국 임시가입·경제특구와 철수 안전장치,9,5,9,0.19,0.34,0.20,0.22,0.05,"중국특구는 철수권 조건과 계열사 진출준비까지만 진행된다. 마지막에 프리고진과 바그너 지도부가 러시아행을 택하지만 행군·점령·반란결과는 없어, 짧은 결정 한 번이 9점짜리 전쟁 훅을 만들고 실행보상은 다음으로 넘긴다.",L123643~L123789
716,716,DCA-N67B,N67B·바그너 반란 대응과 신속무기·북방 경제영토,9,6,8,0.24,0.28,0.23,0.16,0.09,바그너의 자금과 가스거점 장악 가능성을 읽고 한 부회장에게 장기 에너지 대응을 시켜 태우 지원의 대가를 준비한다,L123790~L123950
717,717,DCA-N67B,N67B·바그너 반란 대응과 신속무기·북방 경제영토,8,6,7,0.21,0.17,0.40,0.12,0.10,프리고진·로만이 보안 메타버스에서 태우 지원을 믿는 사이 자동차동맹은 중국기업을 권한 없는 임시회원으로 받는다,L123951~L124124
718,718,DCA-N67B,N67B·바그너 반란 대응과 신속무기·북방 경제영토,7,7,7,0.27,0.20,0.28,0.10,0.15,중국기업을 임시회원으로 만족시키고 일본을 제외한 뒤 일본이 금리를 올릴 수밖에 없는 상황을 만들기로 한다,L124125~L124294
719,719,DCA-N67B,N67B·바그너 반란 대응과 신속무기·북방 경제영토,8,5,8,0.25,0.26,0.25,0.13,0.11,"바그너와 우크라이나가 러시아를 압박하는 상황을 읽고 최재석에게 동유럽 무기 납기 가속과 미 7함대 부산 배치를 제안한다. 두 안이 청와대 의제로 오른 것까지만 확인되며, 백악관 승인과 실제 배치가 없는 상태라 국가급 행동의 문턱에서 끊는다.",L124295~L124452
720,720,DCA-N67B,N67B·바그너 반란 대응과 신속무기·북방 경제영토,7,9,6,0.25,0.27,0.19,0.10,0.19,"미국의 항모운용안 수락, 무기선의 13일 내 수에즈 도착·무대기 통과, 폴란드 전투기와 우크라이나 재고 이전이 실제 군수 영수증이다. 뒤의 지린특구·북한·러시아 육로는 설계여서 행동봉우리 뒤 정보·경제영토 구상으로 속도를 낮춘다.",L124453~L124612
721,721,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,5,8,0.24,0.18,0.33,0.17,0.08,"바그너와 우크라이나가 쥔 가스관 압박을 짚은 뒤 최재석이 공동중재를 먼저 제안하고 김민재가 수락한다. 한국 대통령과 태우 회장이 직접 중재에 나서기로 한 관계·지위 변화가 중심이고, 러시아·우크라이나·바그너를 묶을 구체 협상조건은 아직 지급되지 않는다.",L124613~L124802
722,722,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,9,6,7,0.14,0.34,0.20,0.21,0.11,"일본이 태우IT 지분 49퍼센트를 강제하자 협상 숫자를 더 맞추지 않고 일본 철수를 선언하게 한다. 서비스 축소 준비가 즉시 움직여 행동과 감정의 압력이 높지만, 업계·소비자·정권이 치를 비용은 아직 반응 전이라 훅을 과장하지 않는다.",L124803~L124955
723,723,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,7,7,8,0.29,0.18,0.24,0.14,0.15,태우IT 철수로 일본 총리 지지율을 무너뜨리고 러시아 중재가 코리아 디스카운트를 없앨 국가위상 보상임을 계산한다,L124956~L125111
724,724,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,7,9,0.22,0.16,0.41,0.13,0.08,전쟁 이전선·가스관·횡단철도·한국투자 패키지를 차례로 내밀고 바그너 반란 종식까지 약속한다. 푸틴은 마지막에 천천히 고개를 끄덕일 뿐 구체 조건과 최종 합의는 다음 화에 남는다.,L125112~L125254
725,725,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,9,6,9,0.18,0.25,0.34,0.18,0.05,푸틴의 조건부 승낙 뒤 강경파가 막기 전에 흑해의 프리고진을 설득하려 태우선박으로 급히 향한다,L125255~L125407
726,726,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,8,7,0.15,0.26,0.39,0.15,0.05,"프리고진에게 아프리카 사업과 안전한 퇴장을 보장해 바그너 반란 종식 합의를 얻은 뒤 미국으로 향한다. 후반은 백악관 설득자료·PMC 계약 직전 준비를 빠르게 배치하지만, 미국에서 꺼낼 구체 위협과 거래내용은 아직 공개되지 않는다.",L125408~L125577
727,727,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,4,8,0.20,0.14,0.40,0.19,0.07,바이든에게 하마스 사전방어비와 우크라이나 설득 실패비용까지 태우가 책임지겠다고 해 그룹 미래를 건 도박을 던진다,L125578~L125735
728,728,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,5,7,0.30,0.16,0.26,0.12,0.16,유럽 설득과 러시아 진출 이미지·일본 공매도를 병행해 태우의 위험부담을 국제사회가 움직일 휴전 패키지로 만든다,L125736~L125883
729,729,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,5,8,0.29,0.13,0.21,0.14,0.23,일본 조기상환 대응과 우크라이나 재건 보상안의 방향만 고른다. 젤렌스키에게 구체 자료를 내미는 다음 화 전이라 정보와 선택에 머문다.,L125884~L126045
730,730,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,7,8,0.20,0.16,0.38,0.18,0.08,젤렌스키에게 부패세력 제거와 통신·건설 재건을 제안하고 연임용 전쟁을 경고한 뒤 자금흐름 자료를 작은 선물로 준다,L126046~L126215
731,731,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,9,9,8,0.18,0.37,0.08,0.10,0.27,"우크라이나·벨라루스 협상일정과 이스라엘 PMC·드론·대피소가 먼저 지급된다. 이어 엔화 1천2백억 달러를 반나절 상환해 니케이 15퍼센트·나스닥과 KOSPI 6퍼센트 하락을 만들지만 두 배 수익은 전망이며, 끝은 자민당 비자금 자료축적의 긴 숨으로 바뀐다.",L126216~L126382
732,732,DCA-N70,N70·일본 엔화 상환·3대은행 지분과 야당 집권통로,9,7,8,0.23,0.25,0.28,0.10,0.14,"전액상환 충격을 받은 일본 금융청의 30조 엔 대응, 미국 환율관찰국 지정, 일본 측 협상요청과 투트랙 결정을 다룬다. 전액상환 자체는 진입 배경이다.",L126383~L126556
733,733,DCA-N70,N70·일본 엔화 상환·3대은행 지분과 야당 집권통로,8,8,7,0.15,0.17,0.37,0.15,0.16,"한 부회장과 조지가 기시다에게 중앙은행 보증·우대금리·세제·핀테크 개방·자본규제 완화와 총리 사퇴·중의원 해산 약속을 받아낸다. 재차입·미국채 거래와 시장 정상화는 주말 집행 전이고, 마지막 문장은 기시다가 모르는 김민재의 비공개 접촉을 숨긴다.",L126557~L126729
734,734,DCA-N70,N70·일본 엔화 상환·3대은행 지분과 야당 집권통로,7,6,8,0.25,0.16,0.26,0.10,0.23,곤조에게 자민당 불법자금 자료와 합법적 자금통로를 건네고 환율보험 지급조건 충족을 확인한다. 보험금·은행지분은 아직 받지 않았으므로 정치 카드와 청구권이 준비된 상태에서 끊는다.,L126730~L126889
735,735,DCA-N70,N70·일본 엔화 상환·3대은행 지분과 야당 집권통로,7,8,7,0.23,0.20,0.28,0.10,0.19,"니케이 12퍼센트 반등·나스닥 회복·KOSPI 사태 전 대비 4퍼센트 상승과 일본 보유 미국채 매입이 금융결산이다. 야권의 실명·금액·녹취 공개와 곤조 50억 엔 수령·30억 엔 약속은 정치행동이고, 환율보험금·3대 은행지분은 아직 없다.",L126890~L127049
736,736,DCA-N71,N71·러우 휴전·일본 야당과 하마스 민간인 방어,9,8,9,0.22,0.19,0.27,0.23,0.09,"기시다 퇴진·중의원 해산 뒤 일본 총선, 하마스 기습예정일, 러우 휴전서명 예정시각이 같은 날 겹친다. 세 현장 모두 실행 직전이며 실제 서명·선거결과·공격차단은 아직 지급되지 않아 동시 카운트다운에 머문다.",L127050~L127212
737,737,DCA-N71,N71·러우 휴전·일본 야당과 하마스 민간인 방어,9,9,7,0.16,0.28,0.24,0.17,0.15,러우 휴전 체결과 태우 브랜드 상승을 확인한 뒤 일본 은행의 30조 엔 손실과 뱅크런을 공개해 정치교체를 압박한다,L127213~L127367
738,738,DCA-N71,N71·러우 휴전·일본 야당과 하마스 민간인 방어,8,9,7,0.18,0.24,0.29,0.13,0.16,"콜로노이 수사 착수와 일본 총선 출구조사가 교차하고, 곤조·나오토 야당연합이 이전보다 50석을 늘려 과반으로 표시된다. 최종 개표·새 내각은 아직 전이므로 수사와 출구조사라는 관찰 가능한 결과에 보상을 한정한다.",L127368~L127539
739,739,DCA-N71,N71·러우 휴전·일본 야당과 하마스 민간인 방어,9,9,8,0.16,0.34,0.20,0.22,0.08,"일본 총선 자민당 200석·입헌민주당 162석과 태우건설의 우크라이나 재건진입이 먼저 결산된다. 곧 하마스 기습을 AI 드론·PMC가 막아 이스라엘 남서부 민간인 사망 0명을 만들며, 정치·산업 지급이 전투행동과 관계보호의 큰 봉우리로 급전환한다.",L127540~L127739
740,740,DCA-N72,N72·하마스 방어 보상을 러시아·미국·일본 질서로 고정,7,8,6,0.22,0.17,0.29,0.12,0.20,"미국대사에게 PMC 비용과 미국 기업 동등대우·우크라이나 재건 중심권을 받아 낸다. 현금보전과 국가급 사업권을 지급한 뒤 곧장 러시아 에너지·자원 선점으로 시선을 돌려, 평화의 청구서가 전후시장 실행 과제로 바뀐다.",L127740~L127898
741,741,DCA-N72,N72·하마스 방어 보상을 러시아·미국·일본 질서로 고정,7,8,7,0.20,0.14,0.37,0.10,0.19,로만·푸틴과 공장 무상회수·가스관·횡단철도·장남 지원을 합의해 함경북도와 양강도까지 북방경제 기반에 넣는다,L127899~L128080
742,742,DCA-N72,N72·하마스 방어 보상을 러시아·미국·일본 질서로 고정,7,7,7,0.23,0.14,0.39,0.13,0.11,텍사스 농장에서 머스크와 트럼프를 만나 무제한 후원과 민주당 후보교체 전략을 제시해 미국대선 양쪽 선을 설계한다,L128081~L128250
743,743,DCA-N72,N72·하마스 방어 보상을 러시아·미국·일본 질서로 고정,5,8,7,0.16,0.12,0.31,0.08,0.33,곤조 총리 성립 뒤 보험료를 낮춰 주는 대신 일본 금융사를 태우 플랫폼에 가입시켜 고객과 정치권을 장기 구조로 묶는다,L128251~L128420
