sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
587,587,DCA-N49B,N49B·T 충전표준·AI 데이터센터와 중국 구형장비,NAND를 AI 저장장치로 재정의하고 웨이·천민정에게 초대형 데이터센터를 맡긴다; 그 투자가 성공하면 태우와 금융계열사가 몇 배 커져 한 부회장이 세계 1위 그룹 부회장이 된다는 미래가 선다; 60~70조 원 초대형 데이터센터와 NAND 활용계획을 승인한다. 센터 건설·가동과 세계 1위 성과는 아직 전이다,4,6,7,0.37,0.17,0.12,0.06,0.28,"인텔에서 살 NAND를 단순 저장장치가 아니라 AI 데이터의 그릇으로 다시 정의하고 웨이·천민정에게 60~70조 원 데이터센터를 맡긴다. 거대한 숫자와 용도 설계는 선명하지만 착공·가동은 없어, 회차는 물질 지급보다 장기 자본 배치에 머문다."
588,588,DCA-N49B,N49B·T 충전표준·AI 데이터센터와 중국 구형장비,센트리언 실적·변이백신·비만약·병원AI를 점검하고 중국 유휴 반도체 장비의 소유주·반출경로를 찾아 인도·베트남 배치를 추진한다; 중국 팹의 사실상 새 장비를 빼내면 제한된 글로벌 장비시장을 거치지 않고 부족분을 채울 수 있다; 센트리언 성장성과와 중국 장비의 반출대상·배치안을 확인한다. 장비 매입·반출·인도는 아직 전이다,5,5,7,0.35,0.20,0.12,0.07,0.26,센트리언의 변이백신·비만약·병원 AI 실적을 차례로 확인한 뒤 중국 유휴 반도체 장비의 소유주와 반출경로를 찾는다. 인도·베트남 배치안까지 세우지만 매입·반출·인도는 아직이라 여러 산업의 현황표를 빠르게 넘기는 점검 리듬이다.
589,589,DCA-N49B,N49B·T 충전표준·AI 데이터센터와 중국 구형장비,CIA의 북한 백신 100만~2천만 회분 요청과 에이든의 침묵을 받아 의도를 의심하고 지원 여부를 보류한다; 요청량과 에이든의 반응은 확인되지만 CIA의 정확한 의도·장남 생존선은 아직 추정일 뿐이다; 북한 백신 요청 규모와 CIA 통로의 존재를 확인한다. 지원 결정과 장남 관련 정보는 아직 없다,8,4,8,0.30,0.13,0.31,0.19,0.07,"CIA가 북한 백신 100만~2천만 회분을 요청하고 에이든이 이유를 말하지 않자 김민재가 지원 결정을 보류한다. 물량 숫자보다 침묵과 의심이 오래 남고, 장남 관련 권력정보를 확인하기 전에는 백신도 개입도 지급하지 않는 긴장 회차다."
590,590,DCA-N49B,N49B·T 충전표준·AI 데이터센터와 중국 구형장비,이준수가 중국 보조금 팹 장비를 암호화폐로 태우에 넘기게 한다; 돈이 목적이던 사기꾼들은 반도체 굴기 목적을 잊고 새 장비를 팔아 중국 보조금을 태우로 흘린다; 중국 보조금으로 산 반도체 장비의 암호화폐 매매·태우 이전이 성립된다,8,8,7,0.22,0.34,0.09,0.11,0.24,이준수가 중국 보조금 팹 장비를 암호화폐로 넘기게 해 가짜사업을 실제 설비로 회수한다
591,591,DCA-N50,N50·GDC·G7+와 최재석 재선·50조 연구투자,최재석 우세와 연기된 G7을 점검하고 EU의 차량용칩 요구를 협상 카드로 삼는다; 배고픈 유럽 자동차사에 차량용칩을 배분하면 좋은 결과를 끌어낼 수 있다는 교섭우위가 확인된다; EU 완성차 대표 회동과 G7+ 협상용 반도체 카드가 준비된다,5,6,7,0.32,0.11,0.28,0.10,0.19,"최재석의 대선 우세와 미뤄진 G7 일정을 점검한 뒤 미쉘에게 차량용 반도체와 충전시스템을 유럽 협상 카드로 제시한다. EU의 조건부 허가와 다음 날 완성차 대표 회동 일정까지만 잡혀 있어, 실제 동맹·G7+ 가입보다 칩 배분권의 교섭우위가 남는다."
592,592,DCA-N50,N50·GDC·G7+와 최재석 재선·50조 연구투자,유럽·미국·한국 기업을 GDC로 묶고 칩·배터리·충전망을 조건부 공급한다; GDC 창설은 세 지역 기업이 글로벌 자동차시장을 독점하겠다는 공개 선전포고가 된다; 유럽·미국·한국 기업의 GDC 동맹과 조건부 공급원칙이 성립된다,7,8,8,0.24,0.13,0.36,0.07,0.20,유럽·미국·한국 완성차사를 GDC로 묶고 차량용 칩·배터리·충전망을 조건부로 나누기로 한다. 공급부족을 겪던 경쟁사들이 같은 규칙표를 받아들이며 동맹이 조직 이름과 회원사를 얻는다.
593,593,DCA-N50,N50·GDC·G7+와 최재석 재선·50조 연구투자,G7 화상회의에서 한국·호주를 포함한 G7+를 만들고 변이백신을 추가 카드로 낸다; 변이백신이라는 추가카드까지 있어 한국의 기여를 거부하기 어려워진다; 한국과 호주의 G7+ 가입이 회의에서 확정된다,7,9,6,0.18,0.12,0.25,0.19,0.26,G7 화상회의에서 한국과 호주의 G7+ 가입이 확정된다. 앞선 차량용 반도체 카드가 국가 지위로 돌아와 국제회의의 표와 발표로 지급된다.
594,594,DCA-N50,N50·GDC·G7+와 최재석 재선·50조 연구투자,최재석 재선과 G7+를 가족식사처럼 축하하고 원전확대·국민연금 개혁을 부탁한다; 김민재가 직접 지지율을 지켜야 할 만큼 최재석·국민경제당이 그룹과 국가계획의 오래된 동맹임이 드러난다; 최재석이 재선되고 G7+ 성과를 함께 축하하며 원전·연금개혁 부탁을 받는다,3,9,6,0.12,0.08,0.37,0.30,0.13,최재석 재선과 G7+를 가족 식사처럼 축하하며 원전·연금의 다음 부탁을 나누는 정서적 휴식이다
595,595,DCA-N50,N50·GDC·G7+와 최재석 재선·50조 연구투자,태우상사 흑자·치료제 승인 뒤 양자·AI에 50조 원 이상 투자를 확정한다; 앞으로 1~2년 안에 영원할 만큼의 자금을 모으려면 지옥 갈 짓도 감수한다는 장기생존 집착이 드러난다; 태우상사 흑자와 치료제 승인을 확인하고 양자·AI 50조 원 이상 투자계획을 확정한다,5,6,7,0.33,0.15,0.12,0.08,0.32,태우상사 흑자·치료제 승인 뒤 양자·AI에 50조 이상을 넣어 성과를 미래자본으로 바꾼다
596,596,DCA-N50B,N50B·SMA 무료약 여론전과 미 제약협회 말합의,미 제약로비의 특허강탈 위협에 SMA 치료제 무료 공급으로 여론전을 건다; 협회는 자기 힘은 알지만 태우의 금융·여론·환자 네트워크 규모는 모른 채 과신한다; SMA 치료제 무료공급안과 환자가족 중심 여론전이 시작된다,8,6,7,0.25,0.24,0.15,0.26,0.10,특허를 노리는 제약로비에 SMA 치료제 무료공급으로 맞선다. 가격 공격을 환자와 가족이 실제 약을 받는 장면으로 뒤집어 여론의 방향을 바꾼다.
597,597,DCA-N50B,N50B·SMA 무료약 여론전과 미 제약협회 말합의,SNS·환자 가족 여론으로 제약협회를 역풍에 몰아넣자 협회장이 한국 방문과 센트리언 정회원 제안을 결정한다; 협회는 여전히 주도권이 자신들에게 있다고 믿지만 한국에 오는 순간 힘의 위치가 뒤집힐 상황이 된다; 미국 여론이 센트리언 편으로 기울고 협회장의 한국 방문 결정이 나온다. 실제 방한·정회원 계약은 아직 전이다,9,5,7,0.19,0.28,0.22,0.25,0.06,SNS·환자 가족 여론이 미국 제약협회를 역풍에 몰아넣고 협회장이 직접 한국을 찾아 센트리언에 정회원 자격을 제안하기로 한다. 상대는 아직 주도권이 자기들에게 있다고 믿으므로 실제 방한·협상·계약은 다음 화 몫이다.
598,598,DCA-N50B,N50B·SMA 무료약 여론전과 미 제약협회 말합의,"스티븐 허블과 해외 백신공장·필수의약품 아시아 생산권·무료약 지원의 큰 틀을 협상하고, 최종 계약은 미국 대선 때 마무리하기로 한다; 이 계약은 곁다리이고 진짜 목적은 미국 대선 승자와 패자를 모두 챙겨 폭주를 막는 것임이 드러난다; 미 제약협회 가입과 해외공장·필수약 생산권의 잠정 조건을 정한다. 정회원·생산권 최종계약은 미국 대선 때까지 미지급이다",7,5,7,0.23,0.11,0.36,0.07,0.23,"스티븐 허블과 해외 백신공장, 필수의약품 아시아 생산권, 무료약 지원을 한 항목씩 흥정한다. 미 제약협회 가입의 큰 틀은 잡지만 최종계약을 미국 대선 때로 미뤄 두 사람의 관계 협상이 실물 권리 지급보다 오래 간다."
599,599,DCA-N51,N51·미국 정권이양과 가이아나 방위 제안,"바이든의 58대42 승리를 확인하고 트럼프의 분열·폭주를 달랜다; 앞으로 김민재 계획에는 미국의 적극 지원이 필요해 다이먼이 양쪽 관계에서 더 큰 역할을 맡아야 한다; 트럼프와의 직접 달래기·미래선 보존, 다이먼의 바이든 통로 강화가 실행된다",9,7,7,0.17,0.15,0.37,0.25,0.06,바이든의 58대42 승리 직후 트럼프를 찾아 부정선거 소송과 지지층 폭주를 접고 4년 뒤를 보라고 설득한다. 소송 취하와 순조로운 정권이양 보도가 실제 지급으로 돌아온 뒤 다이먼과 새 행정부 협력이라는 다음 관계선이 열린다.
600,600,DCA-N51,N51·미국 정권이양과 가이아나 방위 제안,바이든 당선인에게 가이아나 무기·태우사업과 100억 달러 금융을 제안한다; 러시아·우크라이나 전쟁은 아직 이르지만 지금 준비해야 변화의 주도권을 잡을 수 있다는 경고가 데이비드의 장난기까지 지운다; 바이든에게 태우사업 보호·가이아나 100억 달러 대출과 한국산 무기 제안이 공식 전달된다,8,5,7,0.30,0.14,0.31,0.08,0.17,바이든에게 가이아나 무기·유전·100억 달러 금융을 제안하고 반도체·러시아 감시를 연다
601,601,DCA-N51B,N51B·AI·극저온 식각·SMR과 메타버스 40% 매각구조,천민정의 AI·장비 성과를 확인하고 SMR을 밀며 차량용칩 위기 뒤를 준비한다; 일본 업체가 먼저 손을 내밀 때만 비싼 대가를 받고 칩을 주겠다는 공급자 우위가 확인된다; 극저온 식각장비 성과가 공인되고 SMR·AI 데이터센터를 함께 키우는 투자방향이 확정된다,4,8,7,0.31,0.12,0.20,0.11,0.26,천민정이 저온 식각 장비를 자랑하고 김민재가 SMR과 AI 데이터센터를 묶어 성과를 다음 성장기반으로 옮긴다
602,602,DCA-N51B,N51B·AI·극저온 식각·SMR과 메타버스 40% 매각구조,"현재 장 회장에게 가이아나 전차수출 지원과 원전 동맹을 제안하고, 가이아나 계약이 성사되면 적극 돕겠다는 조건부 약속을 얻는다; 원전시장을 장악하면 태우건설 자체가 그룹의 새 핵심 경쟁력이 된다는 교환가치가 선다; 로템 전차수출 지원과 원전 협력에 대한 현재 장 회장의 조건부 지지를 얻는다. 가이아나 계약·실제 원전 동맹 참여는 아직 전이다",6,5,7,0.20,0.13,0.32,0.08,0.27,"현재 장 회장에게 가이아나 전차수출 지원과 원전 동맹을 묶어 제안한다. 가이아나 계약이 성사되면 돕겠다는 조건부 답만 얻었으므로, 오래된 재벌 관계의 온도는 올라가도 로템 수출과 원전 참여는 전혀 결산되지 않는다."
603,603,DCA-N51B,N51B·AI·극저온 식각·SMR과 메타버스 40% 매각구조,메타버스 거품 전에 지분 40퍼센트를 글로벌 IT기업에 팔되 통제권을 남기는 매각전략을 세우고 협상을 지시한다; 김민재가 이미 많은 글로벌 IT기업 최대주주라 대부분은 별도 설득 없이 거래가 된다는 숨은 우위가 드러난다; 메타버스 지분 40퍼센트 매각구조와 태우 통제권 유지조건을 정한다. 매매계약·대금 유입은 아직 전이다,5,5,7,0.21,0.14,0.15,0.05,0.45,"메타버스 거품이 꺼지기 전에 지분 40퍼센트를 글로벌 IT기업에 팔되 태우 통제권은 남기는 매각 구조를 설계한다. 비율과 통제 조항을 정하는 데 시간을 쓰고 실제 매매계약·대금은 없어, 큰 자산 숫자가 오히려 미지급 상태를 강조한다."
604,604,DCA-N51C,N51C·북한 해킹방어와 몽골 석탄 증산·비축,암호화폐 거품 단속을 준비하던 중 북한의 센트리언 핵심표적 해킹을 포착한다; 오후에 공격대상이 태우의 핵심인 센트리언임이 밝혀져 금융거품보다 즉각적인 생존위협으로 우선순위가 바뀐다; 북한의 센트리언 백신·치료제 기술 탈취시도가 포착되고 비상방어가 가동된다,9,4,8,0.29,0.25,0.10,0.26,0.10,북한이 센트리언 백신·치료제 기술을 노린 해킹을 벌여 정보 추적과 생존 불안이 급상승한다
605,605,DCA-N51C,N51C·북한 해킹방어와 몽골 석탄 증산·비축,"AI 방어로 북한 해킹을 막고 장남 관련 경로를 검토한 뒤, 중국의 호주산 석탄 수입금지를 전력난 기회로 읽어 몽골 석탄 증산·비축을 지시한다; 한국도 QUAD 가입권유를 받는 상황이라 공식동맹 대신 상업계약으로 호주를 돕는 우회로가 필요해진다; AI가 해킹을 차단하고 북한 권력변수 검토와 몽골 석탄 증산·비축 지시를 내린다. 실제 비축량·해외 장기계약은 아직 전이다",8,7,7,0.25,0.31,0.11,0.14,0.19,AI 방어가 북한의 센트리언 해킹을 막은 뒤 천민정의 북한 내부정보와 장남 변수를 점검한다. 후반에는 중국의 호주산 석탄 금지에서 전력난을 읽어 몽골 증산·비축만 지시하므로 해외 순방과 구체 계약은 아직 열리지 않는다.
606,606,DCA-N51D,N51D·호주 석탄과 가이아나 방산·유전 순방,최재석과 동해 고갈가스전을 LNG 저장고로 전환하고 호주·가이아나 순방을 정한다; 위드코로나부터 종식 이후까지 계속 성장하려면 이번 출장이 에너지 분기점이라는 시간이 명확해진다; 동해 고갈가스전 LNG 저장고 전환과 호주·가이아나 순방안이 승인된다,6,6,7,0.31,0.15,0.22,0.09,0.23,"최재석과 동해 고갈가스전을 LNG 저장고로 바꾸는 국내 인프라 결정을 내린다. 마지막 공항 장면에서 김민재는 호주, 한정훈은 가이아나로 갈라질 뿐 각국 상대와 구체 거래조건은 다음 화에 나온다."
607,607,DCA-N51D,N51D·호주 석탄과 가이아나 방산·유전 순방,모리슨에게 중국이 막은 호주 석탄을 태우가 사들이는 장기계약을 제안한다; 협상분위기가 예상과 달라도 한 부회장은 김민재가 준비시킨 숨은 카드를 갖고 있어 물러서지 않는다; 호주 석탄 장기구매 제안을 공식화하고 역조건에 맞설 숨은 카드를 준비한다. 가격·물량·장기계약은 아직 확정 전이다,7,5,7,0.18,0.14,0.31,0.08,0.29,중국 수입중단으로 막힌 호주 석탄을 태우가 사들이겠다고 모리슨에게 공식 제안한다. 가격·물량·기간을 확정하지 않은 채 한 부회장이 숨은 카드를 꺼낼 차례에서 끊어 거래의 실물보다 협상 수읽기가 회차를 붙든다.
608,608,DCA-N51D,N51D·호주 석탄과 가이아나 방산·유전 순방,"가이아나에 IIT·한국대학과 싼 유전지분·방산을 묶어 합의를 이끈다; 당장의 돈보다 부를 지킬 인재·교육을 제공하면 졸부국가의 가장 큰 두려움을 해결할 수 있다; IIT·한국대학 교육, 유전지분·방산·금융 조건의 국가합의가 성립된다",6,9,6,0.19,0.12,0.27,0.07,0.35,가이아나에 IIT·한국대학과 유전지분·방산을 묶어 광산·해운·에너지 거점을 계약으로 확보한다
